Symbol	Description
DRNK.OB	Noho Inc
DROOF.OB	Deliveroo Plc
DROP.OB	Fuse Science Inc
DROR.OB	Dror Ortho-Design Inc
DRPRF.OB	Dr ING H C F Porsche Ag
DRPRY.OB	Dr ING H C F Porsche Ag
DRREF.OB	Dream Residential Real Estate Investment Trust
DRRSF.OB	Arianne Phosphate Inc
DRSHF.OB	Droneshield Ltd
DRTGF.OB	Jet2 Plc
DRTTF.OB	Dirtt Environmental Solutions Ltd
DRUNF.OB	Dream Unlimited Corp
DRXGF.OB	Drax Group Plc
DRXGY.OB	Drax Group Plc
DSAIF.OB	Deepspatial Inc
DSAQW.OB	Direct Selling Acquisition Corp
DSBX.OB	Dogwood State Bank Raleigh NC
DSCR.OB	Discovery Minerals Ltd
DSCSY.OB	Disco Corp ADR
DSDVF.OB	Dsv A/S Ord
DSDVY.OB	Dsv A/S ADR
DSEEY.OB	Daiwa Securities ADR
DSFGY.OB	Dah Sing Financial Holdings Ltd
DSGT.OB	Dsg Global Inc
DSHK.OB	Drive Shack Inc
DSHKN.OB	Drive Shack Inc Pfd D
DSHKO.OB	Drive Shack Inc
DSHKP.OB	Drive Shack Inc Pfd B
DSITF.OB	Currys Plc
DSKYF.OB	Daiichi Sankyo Ltd
DSNKY.OB	Daiichi Sankyo Ltd ADR
DSNY.OB	Destiny Media Technologies Inc
DSRLF.OB	Diasorin S.R.L.
DSTRF.OB	Devvstream Hldgs Inc
DSVSF.OB	Discovery Silver Corp
DTARF.OB	Delta Resources Limited
DTCFF.OB	Defence Therapeutics Inc
DTCGF.OB	Dometic Group Ab
DTCWY.OB	Deutsche Wohnen Ag
DTEAF.OB	Davidstea Inc
DTEGF.OB	Deutsche Telekom Ag
DTEGY.OB	Deutsche Tele Ag ADR
DTGHF.OB	Daimler Truck Hldg Ag
DTGI.OB	Digerati Technologies Inc
DTII.OB	Defense Technologies International Corp
DTLAP.OB	Brookfield Dtla Inc
DTLIF.OB	D2L Inc
DTMXF.OB	Datametrex Ai Limit
DTNOF.OB	Dno ASA
DTNOY.OB	Dno ASA
DTPKF.OB	Directa Plus Plc
DTRK.OB	Datatrak Intl Inc
DTRL.OB	Detroit Legal News Co.
DTRUY.OB	Daimler Truck Hldg Ag
DTSOF.OB	DTS Corp
DTSRF.OB	Ether Cap Corp
DTTLY.OB	Datatec Ltd S.A.
DTTVY.OB	Dish TV India
DTWOF.OB	D2 Lithium Corp
DTZZF.OB	Dotz Nano Ltd
DUAVF.OB	Dassault Aviation
DUERF.OB	Duerr Ag
DUFRY.OB	Avolta Ag ADR
DURYY.OB	Durr Ag
DUSYF.OB	Duesenberg Technologies Inc
DUTV.OB	Digital Utilities Ventures Inc
DUUO.OB	Duo World Inc
DUVNF.OB	Peruvian Metals Corp
DVCMY.OB	Davide Campari Milano N V
DVDCF.OB	Davide Campari Milano N V
DVFI.OB	Diversified Oil & Gas Hldgs
DVLN.OB	Dvl Inc
DVLP.OB	Golden Developing Solutions Inc
DVNHF.OB	Frontier Services Group Ltd
DVRNF.OB	Deveron Uas Corp
DVSPF.OB	Dividend 15 Split Corp
DVTC.OB	Development Technologies Corp
DWAHF.OB	Daiwa House Industry Ltd
DWAHY.OB	Daiwa House Ind Ltd
DWAY.OB	Driveitaway Hldgs Inc
DWIS.OB	Dinewise Inc
DWLAF.OB	Dowlais Group Plc
DWNX.OB	Delhi Bank Corp
DWVYF.OB	Derwent Valley Holdings Plc
DXBRF.OB	Bellrock Brands Inc
DXJJF.OB	Wisdomtree Issuer Icav
DXMEF.OB	Xtrackers
DYFSF.OB	Dynacert Inc
DYLLF.OB	Deep Yellow Ltd
DYNDF.OB	Dye & Durham Ltd
DYNR.OB	Dynaresource Inc
DYSL.OB	Dynasil Cp America
DYYXF.OB	DB Commodity Double Long ETN
DZCA.OB	Drazcanna Inc
EAATF.OB	Earthworks Indus Inc
EACO.OB	Eaco Corp
EADSF.OB	European Aeronautic
EADSY.OB	European Aeronautic ADR
EAGRF.OB	East Side Games Group Inc
EAPIF.OB	Euroapi Sa
EARI.OB	Entertainment Arts Research Inc
EATBF.OB	Eat & Beyond Global Hldgs Inc
EAWD.OB	Energy & Wtr Dev Corp
EAXR.OB	Ealixir Inc
EBBGF.OB	Enbridge Inc
EBBNF.OB	Enbridge Inc
EBCOF.OB	Ebara Corp
EBCOY.OB	Ebara Corp Ltd ADR
EBET.OB	Ebet Inc
EBFI.OB	Eco Bright Future Inc
EBGEF.OB	Enbridge
EBKDY.OB	Erste Group Bk ADR
EBKOF.OB	Erste Group Bank Ag
EBRGF.OB	Enbridge
EBSH.OB	Empire Bancshares Inc
EBWK.OB	Enigma-Bulwark Limited
EBYH.OB	E-Buy Home Inc
EBZT.OB	Everything Blockchain Inc
ECAOF.OB	Eco Atlantic Oil & Gas Ltd
ECCE.OB	Eagle Ford Oil & Gas Corp
ECDP.OB	Eco Depot Inc
ECGI.OB	Ecgi Holdings Inc
ECGR.OB	Bellatora Inc
ECGS.OB	Falcon Technologies Inc
ECIA.OB	Encision Inc
ECLMF.OB	Ecolomondo Corp
ECLP.OB	Eclipse Bancorp
ECNCF.OB	Ecn Capital Corp
ECORF.OB	Elcora Advanced Materials Corp
ECOX.OB	Eco Innovation Group Inc
ECPL.OB	Ecoplus Inc
ECPN.OB	El Capitan Precious Metals Inc
ECRAF.OB	Ecora Resources Plc
ECRFF.OB	Cartier Resources Inc
ECRO.OB	Ecc Capital Corp
ECRTF.OB	Atex Resources Inc
ECSL.OB	Ecare Solutions Inc
ECSNF.OB	Ecosynthetix Inc
ECTM.OB	Eca Marcellus Trust
ECTXF.OB	Electrolux Professional Ab
ECYAF.OB	Wisdomtree Commodity Sec Ltd
EDDRF.OB	Edreams Odigeo Sa
EDDYF.OB	Edison Lithium Corp
EDESY.OB	Elders Ltd
EDEYF.OB	Edenenergyltd
EDGM.OB	Edgemode Inc
EDNMF.OB	Edenred Malakoff
EDNMY.OB	Edenred
EDPFY.OB	Energias DE Port S.A. ADR
EDRVF.OB	Edp Renovaveis Sa
EDTXF.OB	Spectral Medical Inc
EDVGF.OB	Endeavour Group Ltd
EDVMF.OB	Endeavour Mining Plc
EDVR.OB	Endeavor Bancorp
EDXC.OB	Endexx Corp
EEENF.OB	88 Energy Ltd
EEGI.OB	Eline Entertainment
EEMMF.OB	E3 Lithium Ltd
EENEF.OB	Rs Group Plc
EERGF.OB	Energean Oil and Gas Plc
EESE.OB	Energy & Environmental Services Inc
EESH.OB	Eestech Inc
EEYMF.OB	Firefinch Ltd
EFBI.OB	Eagle Financial Bancorp Inc
EFGSY.OB	Eiffage Sa ADR
EFIN.OB	Eastern Michigan Financial Corp
EFNCF.OB	Legal & Gen Ucits ETF Plc
EFRGF.OB	Pasofino Gold Ltd
EFRMF.OB	East Africa Metals Inc
EFRTF.OB	Nexus Industrial REIT UT
EFSG.OB	Enterprise Finl Svcs Gp A
EFSI.OB	Eagle Fincl Svcs Inc
EFVIF.OB	Ef Energyfunders Ventures Inc
EGDD.OB	Eastern Goldfields Inc
EGFEF.OB	E F G Eurobank S.A.
EGFEY.OB	Eurobank Ergasias Svcs and Holdings Sa
EGHSF.OB	Enghouse Sys Ltd
EGIEY.OB	Engie Brasil Energia S.A. ADR
EGKLF.OB	Elringklinger Ag
EGLXF.OB	Enthusiast Gaming Holdings Inc
EGMCF.OB	Emergent Metals Corp
EGOC.OB	Energy 1 Corp
EGPLF.OB	Eagle Plains Res Ltd
EGRAF.OB	Energy Resources of Australia Ltd
EGRNQ.OB	China Evergrande Group
EGSE.OB	Evergreen Sustainable Enterprises Inc
EGTK.OB	Energtek Inc
EGTYF.OB	Eguana Technologies Inc
EGYF.OB	Energy Finders Inc
EHGRF.OB	Star Entertainment Group Limited
EHMEF.OB	Goeasy Ltd
EHVVF.OB	Ehave Inc
EICCF.OB	E Automotive Inc
EIFZF.OB	Exchange Income Corp
EIHDF.OB	888 Holdings Plc.
EIPAF.OB	Eni Spa Roma
EJPRY.OB	East Japan Railway C ADR
EJTTF.OB	Easyjet Plc
EKCS.OB	Electronic Control Security Inc
EKSN.OB	Erickson Inc
EKTAF.OB	Elekta Ab
EKTAY.OB	Elekta B Shs ADR
ELALF.OB	El AL Israel Airlines Ltd
ELCPF.OB	Edp Energias DE Portugal Sa
ELECF.OB	Electric Royalties Ltd
ELEEF.OB	Element Fleet Mgmt Corp
ELEK.OB	Elektros Inc
ELEMF.OB	Elemental Altus Royalties Corp
ELEZF.OB	Endesa Sa Madrid
ELEZY.OB	Endesa S.A. ADR
ELFIF.OB	E L Finl Corp
ELGL.OB	Element Global Inc
ELIO.OB	Elio Motors Inc
ELIQW.OB	Electriq Power Holdings Inc WT
ELIXF.OB	Elixxer Ltd
ELKEF.OB	Elkem ASA
ELLH.OB	Elah Holdings Inc
ELLRY.OB	Elringklinger Ag
ELLXF.OB	Elixinol Wellness Ltd
ELMA.OB	Elmer Bancorp Inc
ELMGD.OB	Element79 Gold Corp
ELMGF.OB	Element79 Gold Corp
ELMSQ.OB	Electric Last Mile Solutions Inc Cl A
ELMTF.OB	Element 25 Ltd
ELMTY.OB	Elementis Plc
ELMUF.OB	Elisa Communications Corp
ELMUY.OB	Elisa Communications Corp
ELNSF.OB	Element Nutritional Sciences Inc
ELNX.OB	Elinx Corp
ELOX.OB	Eloxx Pharmaceuticals Inc
ELPQF.OB	El Puerto DE Liverpool S.A. DE C.V.
ELRA.OB	Elray Resources Inc
ELRE.OB	Yinfu Gold Corp
ELRFF.OB	Eastern Platinum Ltd
ELRNF.OB	Elron Ventures Ltd
ELRRF.OB	Eloro Resources Ltd
ELRXF.OB	Ab Electrolux
ELST.OB	Electronic Sys Technology Inc
ELTLF.OB	Elementos Ltd
ELTP.OB	Elite Pharma Inc
ELUXY.OB	A B Electrlx S ADR
ELVAF.OB	Evolva Holding Ag
ELVUF.OB	Elevate Uranium Ltd
ELWSF.OB	Electreon Wireless Ltd
ELXXF.OB	Elixirr Intl Ltd
ELYS.OB	Elys Game Tech Corp
EMAUF.OB	Emperor Metals Inc
EMBR.OB	Embarr Downs Inc
EMBVF.OB	Arca Continental Sab DE Cv
EMCHF.OB	Eml Payments Ltd
EMCMF.OB	Emerge Comm Ltd
EMDF.OB	E Med Future Inc
EMED.OB	Electromedical Technologies Inc
EMEXF.OB	Emerald Plantation Holdings Ltd
EMFGF.OB	Fluence Corp Ltd
EMGDF.OB	Eminent Gold Corp
EMGE.OB	Emergent Health Corp
EMHLF.OB	European Metals Holdings Ltd
EMHXY.OB	European Metals Holdings Ltd
EMITF.OB	Elbit Imaging Ord
EMLAF.OB	Empire Ltd Cl A
EMMA.OB	Emmaus Life Sciences Inc
EMMS.OB	Emmis Corp
EMNSF.OB	Elementis 1998 Plc
EMOR.OB	Healixa Inc
EMOTF.OB	Emerita Resources Corp
EMPO.OB	Empowered Products Inc
EMPPF.OB	Emp Metals Corp
EMPYF.OB	Empress Royalty Corp
EMRAF.OB	Emera Inc
EMRH.OB	Emerging Holdings Inc
EMSHF.OB	Ems Chemie Holding Ag
EMSKF.OB	Musk Metals Corp
EMSQF.OB	Ishares IV Plc
EMSVF.OB	Jpmorgan ETFS Ireland Icav
EMTRF.OB	Element 29 Resources Inc
EMUSF.OB	Electric Metals USA Ltd
EMWPF.OB	Eros Media World Plc
EMYB.OB	Embassy Bancorp Inc
ENAKF.OB	E.On Se
ENBP.OB	Enb Financial Corp
ENCC.OB	Encompass Compliance Corp
ENDGF.OB	Endurance Gold Corp
ENDI.OB	Endi Corp
ENDMF.OB	Enduro Metals Corp
ENDO.OB	Endocan Corp
ENDPQ.OB	Endo Int'l Plc
ENDTF.OB	Canoe Eit Income Fund
ENDV.OB	Endonovo Therapeutics Inc
ENEVF.OB	Enerev5 Metals Inc
ENFD.OB	Energyfunders Yield Fd I Llc
ENGDF.OB	Energiedienst Holdings Ag
ENGGF.OB	Enagas Sa
ENGGY.OB	Enagas Sa ADR
ENGH.OB	Energy Hbr Corp
ENGIY.OB	Gdf Suez ADR
ENGQF.OB	Engie S.A.
ENGT.OB	Energy & Technology Corp
ENHD.OB	Energroup Holdings Corp
ENLAY.OB	Enel Societa Per Azi ADR
ENMHF.OB	Enm Holdings Ltd
ENMI.OB	Dh Enchantment Inc
ENMPF.OB	Ensurge Micropower ASA
ENMPY.OB	Ensurge Micropower ASA
ENNPF.OB	Enbridge
ENPRF.OB	Current Water Technologies Inc
ENQUF.OB	Enquest Plc
ENRT.OB	Enertopia Corp
ENSCW.OB	Ensysce Biosciences Inc
ENTBF.OB	Entheon Biomedical Corp
ENTEF.OB	Ese Entertainment Inc
ENTOF.OB	Entra ASA
ENZC.OB	Enzolytics Inc
ENZN.OB	Enzon Pharmaceuticals Inc
EOFBF.OB	Ecofibre Ltd
EOGSF.OB	Emerald Oil & Gas NL
EOHDF.OB	Emeco Holdings Ltd
EONGY.OB	Eon Ag ADR
EOPSF.OB	Electro Optic Systems Holdings Ltd
EOSS.OB	Eos Inc
EOXFF.OB	Euromax Resources Ltd
EPAZ.OB	Epazz Inc
EPFCF.OB	Everyday People Financial Corp
EPGG.OB	Empire Global Gaming
EPGNF.OB	Epigenomics Ag
EPGRQ.OB	Environmental Pwr Corp
EPIAF.OB	Epiroc Aktiebolag
EPIPF.OB	Epiroc Aktiebolag
EPOKY.OB	Epiroc Aktiebolag ADR
EPORP.OB	Epic Corp
EPRXF.OB	Eupraxia Pharmaceuticals Inc
EPWDF.OB	Electric Power Development Co. Ltd
EPYFF.OB	E-Play Digital Inc
EQBBF.OB	Eqt Ab Share AK
EQFN.OB	Equitable Fincl
EQGPF.OB	EQB Inc
EQLB.OB	Eq Labs Inc
EQMEF.OB	Equity Metals Corp
EQOSQ.OB	Eqonex Limited
EQTD.OB	Equal Trading Inc
EQTL.OB	Equitech Int'l Corp
EQTNP.OB	Equitrans Midstream Corp
EQTRF.OB	Altamira Gold Corp
EQUEY.OB	Equatorial Ener ADR
ERAO.OB	Energy Revenue America Inc
ERBB.OB	American Green Inc
ERDCF.OB	Erdene Resource Dev
ERDLF.OB	Eroad Ltd
EREPF.OB	Zonte Metals Inc
ERFSF.OB	Eurofins Scientific Nante
ERHE.OB	Erhc Energy Inc
ERIXF.OB	Ericsson [L.M.] Telephone Co.
ERKH.OB	Eureka Homestead Bancorp Inc
ERLFF.OB	Entree Resources Ltd
ERMAF.OB	Eramet-Sln
ERMAY.OB	Eramet Sa ADR
ERNXY.OB	Euronext NV
EROSF.OB	Eros Resources Corp
ERPNF.OB	European Metals Holdings Ltd
ERRAF.OB	Emera Inc
ERUC.OB	ER Urgent Care Holdings Inc
ERVFF.OB	Boron One Holdings Inc
ERYTF.OB	Eagle Royalties Ltd
ESAIY.OB	Eisai Co. Ltd
ESALF.OB	Eisai Co. Ltd
ESBS.OB	Es Bancshares Inc
ESCSQ.OB	Escalera Resources Co.
ESGLF.OB	Envirogold Global Limited
ESIFF.OB	Ai Artificial Intelligence Ventures Inc
ESINQ.OB	ITT Educational Services Inc
ESKYF.OB	Eskay Mining Corp
ESLOF.OB	Essilorluxottica
ESLOY.OB	Essilor Intl ADR
ESMC.OB	Escalon Med Cp
ESOCF.OB	Enel Societa Per Azioni
ESPGY.OB	Esprit Hlds Ltd ADR
ESRCF.OB	Esr Cayman Ltd
ESVIF.OB	Ensign Energy Services Inc
ESVNF.OB	Serra Energy Metals Corp
ESWW.OB	Environmental Solutions Worldwide Inc
ESYJY.OB	Easy Jet Plc ADR
ESYL.OB	Easylink Solutions Corp
ETCC.OB	Environmmtl Tectonic
ETCG.OB	Ethereum Classic Investment Trust
ETCK.OB	Enerteck Corp
ETCMY.OB	Eutelsat Communications
ETEK.OB	Eco-Tek Group Inc
ETER.OB	Enterra Corp
ETFLF.OB	Eastfield Resources Ltd
ETHE.OB	Grayscale Ethereum Trust [Eth]
ETHXF.OB	CI Galaxy Ethereum ETF
ETII.OB	Envirotechnologies International Inc
ETKR.OB	Evolution Technology Resources Inc
ETNI.OB	Entest Group Inc
ETOLF.OB	Enterprise Group Inc
ETRGF.OB	Entourage Health Corp
ETRXF.OB	Etrion Corp
ETSLF.OB	Wisdomtree Metal Secs Ltd
ETST.OB	Earth Science Tech Inc
ETTYF.OB	Essity Aktiebolag [Publ]
ETUGF.OB	E2Gold Inc
ETXPF.OB	E-Therapeutics Plc
EUBG.OB	Entrepreneur Universe Bright Group
EUEMF.OB	European Energy Metals Corp
EUIVF.OB	Eurocastle Investments Ltd Hertfordshire
EULIF.OB	European Lithium Ltd
EUMNF.OB	Euro Manganese Inc
EUSP.OB	Eurosite Power Inc
EUTLF.OB	Eutelsat Communications
EUUNF.OB	Azarga Metals Corp
EUXTF.OB	Euronext NV
EVAHF.OB	Egf Theramed Health Corp
EVFM.OB	Evofem Biosciences Inc
EVGDF.OB	Elevation Gold Mining Corp
EVGGF.OB	Evolution Ab
EVGIF.OB	Evergen Infrastructure Corp
EVGRF.OB	China Evergrande New Energy Veh Group Ltd
EVGUF.OB	Evergold Corp
EVIO.OB	Evio Inc
EVKG.OB	Ever-Glory International Group Inc
EVKIF.OB	Evonik Industries Ag
EVKIY.OB	Evonik Industries Ag
EVKRF.OB	Grid Battery Metals Inc
EVLI.OB	Everlert Inc
EVLLF.OB	Envirometal Technologies Inc
EVLO.OB	Evelo Biosciences Inc
EVOL.OB	Symbolic Logic Inc
EVRC.OB	Evercel Inc
EVSBY.OB	Evs Broadcasting Equipment Sa
EVSV.OB	Enviro-Serv Inc
EVTGF.OB	Ev Technology Group Ltd
EVTZF.OB	Evertz Technologies
EVVL.OB	Evil Empire Designs Inc
EVVTY.OB	Evolution Ab ADR
EWCLF.OB	Energy World Corp Ltd
EWGFF.OB	Eat Well Investment Group Inc
EWPMF.OB	East West Petroleum Corp
EWQQF.OB	Invesco Markets III Plc
EWRC.OB	Eworld Companies Inc
EXBX.OB	Exobox Technologies Corp
EXCC.OB	Excel Corp
EXCE.OB	Exco Resources Inc
EXCH.OB	Exchange Bankshares Inc
EXCOF.OB	Exco Technologies Ltd
EXDW.OB	Exceed World Inc
EXETF.OB	Extendicare Inc
EXHI.OB	Exlites Holdings International Inc
EXLA.OB	Exla Resources Inc
EXMGF.OB	Excelsior Mining Corp
EXMRF.OB	Exmar S.A.
EXMT.OB	Anything Technologies Media Inc
EXNRF.OB	Excellon Resources Inc
EXOD.OB	Exodus Movement Inc
EXPGF.OB	Experian Plc
EXPGY.OB	Experian Plc ADR
EXPL.OB	Endurance Exploration Group Inc
EXROF.OB	Exro Technologies Inc
EXSR.OB	Exchange Bank [Santa Rosa Ca]
EXXAF.OB	Exxaro Resources Ltd
EXXRF.OB	Exor Holding NV
EYGPF.OB	Electricity Generating Public Co. Ltd
EZEN.OB	Ezenia! Inc
EZOO.OB	Ezagoo Ltd
FABP.OB	Farmers Bancorp [In]
FACO.OB	First Acceptance Corp
FAGI.OB	Full Alliance Group Inc
FAHYF.OB	Ishares IV Plc
FALC.OB	Falconstor Software Inc
FALFF.OB	Falcon Metals Ltd
FAMDF.OB	Futura Medical Plc
FAME.OB	Flamemaster Corp
FANDF.OB	Firstrand Ltd
FANDY.OB	Firstrand Ltd
FANUF.OB	Fanuc Corp
FANUY.OB	Fanuc Ltd Unsp A ADR
FARYF.OB	Far Ltd
FATHW.OB	Fathom Digital Manufacturing Corp WT
FAUMF.OB	First Amern Uranium Inc
FAVO.OB	Favo Capital Inc
FAXRF.OB	Fairfax Financial Holdings Ltd
FBAK.OB	First Natl Bk Alaska
FBASF.OB	Deutsche Bank Mexico Sa Real Estate Investment T
FBBPF.OB	Prologis Property Mexico Sa DE Cv
FBCD.OB	Fbc Holding Inc
FBCPF.OB	Fabled Copper Corp
FBDS.OB	Fuss Brands Corp.
FBEC.OB	Fbec Worldwide Inc
FBGGF.OB	Fabege Ab Shares AK [Sweden]
FBGI.OB	Foodbase Group Inc
FBPA.OB	Farmers Bank [Va]
FBPI.OB	First Bancorp of Indiana Inc
FBRKF.OB	Fbr Ltd
FBSE.OB	Fastbase Inc
FBSFF.OB	Fabasoft Ag
FBTT.OB	First Bankers Trustshares Inc
FBVI.OB	Fcn Banc Corp
FCBBF.OB	Finecobank Banca Fineco Spa
FCBRF.OB	First Trust Global Funds Plc
FCCN.OB	Spectral Capital Corp
FCCT.OB	First Community Corp [Tn]
FCCTP.OB	First Comnty Corp A
FCELB.OB	Fuelcell Energy Inc
FCGD.OB	First Colombia Gold Corp
FCHRF.OB	Georg Fischer Ag
FCHS.OB	First Choice Healthcare Solutions Inc
FCIC.OB	FcCC Inc
FCLIF.OB	Full Circle Lithium Corp
FCMGF.OB	Firm Capital Mortgage Investment Corp
FCNCB.OB	First Citizens Bks B
FCOB.OB	1st Colonial Bcp PA
FCODF.OB	Compagnie DE L Odet
FCPB.OB	First Capital Bancsh
FCREY.OB	Fletcher Building Ltd ADR
FCRM.OB	Franklin Credit Management Corp
FCSMF.OB	Focus Graphite Inc
FCUUF.OB	Fission Uranium
FCXXF.OB	First Capital Real Estate Investment Trust
FDBL.OB	Friendable Inc
FDCFF.OB	Forum Uranium Corp
FDCHF.OB	Funding Circle Hldgs Ltd
FDCT.OB	Fdctech Inc
FDFT.OB	Foodfest International 2000 Inc
FDGMF.OB	Southstone Minerals Ltd
FDIT.OB	Findit Inc
FDLPF.OB	Fondul Proprietatea Sa
FDMDF.OB	4Dmedical Ltd
FDMIF.OB	Founders Metals Inc
FDMSF.OB	Fandifi Technology Corp
FDOC.OB	Fuel Doctor Holdings Inc
FDRVF.OB	Fd Technologies Plc
FDVA.OB	Freedom Finl Hldgs Inc
FDVXF.OB	First Division Ventures Inc
FDXTF.OB	Fendx Technologies Inc
FECCF.OB	Pacific Exploration & Production Corp
FECOF.OB	Fec Resources Inc
FEERF.OB	Freeport Resources Inc
FEEXF.OB	Ferrexpo Plc.
FELTY.OB	Fuji Electric Holdin
FEMFF.OB	Fe Battery Metals Corp
FERN.OB	Fernhill Corp
FERVF.OB	Ferrovial Se
FESNF.OB	First Real Estate Investment Trust
FETM.OB	Fentura Financial Inc
FEXXF.OB	Fjordland Expl Inc
FFBB.OB	Ffb Bancorp
FFBW.OB	Ffbw Inc
FFDF.OB	Ffd Financial Corp
FFHPF.OB	Fairfax Financial Holdings Ltd
FFMGF.OB	First Mining Gold Corp
FFMH.OB	First Farmers & Merchants Corp
FFMR.OB	First Farmers Financial Corp
FFNTF.OB	4Front Ventures Corp
FFOXF.OB	Firefox Gold Corp
FFPP.OB	Fast Finance Pay Corp
FFTTF.OB	Fatfish Group Ltd
FFWC.OB	Ffw Corp
FFXDF.OB	Fairfax India Ho-Sub
FFXXF.OB	Helios Fairfax Partners Corp
FFZY.OB	Fansfrenzy Corp
FGCO.OB	Financial Gravity Companies Inc
FGFH.OB	Foresight Financial Group Inc
FGFI.OB	First Greenwich Financial Inc
FGLDF.OB	Falcon Gold Corp
FGNV.OB	Forge Innovation Dev Corp
FGOVF.OB	Freegold Ventures
FGPHF.OB	First Graphene Ltd
FGPR.OB	Ferrellgas Partners L.P.
FGPRB.OB	Ferrellgas Partners L.P.
FGRRF.OB	Fingerprint Cards Ab
FHELF.OB	First Helium Inc
FHGDF.OB	Founder Holdings Ltd
FHLD.OB	Freedom Hldg Inc
FHNGY.OB	Foschini Group Ltd
FHRT.OB	First Hartford Corp
FHSEY.OB	First High-School Education Group Ltd
FHYDF.OB	First Hydrogen Corp
FIBH.OB	First Bancshares Inc
FIDS.OB	Fnb Inc
FIEB.OB	First Ic Corp
FIELF.OB	Tsuburaya Fields Hldgs Inc
FIFG.OB	First Foods Group Inc
FIGP.OB	Forge Group Inc
FIISO.OB	Financial Institutions Inc
FILG.OB	Grayscale Filecoin Trust [Fil]
FINGF.OB	Finning International Inc
FINMF.OB	Finmeccanica Spa
FINMY.OB	Leonardo S.P.A.
FINN.OB	First National of Nebraska Inc
FINR.OB	Fintech Scion Ltd
FIRRF.OB	First Tractor Co. Ltd
FISB.OB	1st Capital Bancorp
FITGF.OB	Foxconn Interconnect Technology Ltd
FITSF.OB	Koios Beverage Corp
FITX.OB	Creative Edge Nutrition Inc
FJTNF.OB	Fuji Media Holdings Inc
FJTNY.OB	Fuji Media Holdings Inc ADR
FJTSF.OB	Fujitsu Ltd
FJTSY.OB	Fujitsu Ltd ADR
FKKFY.OB	Fukuoka Financial Group Inc
FKMCF.OB	Fokus Mng Corp
FKRAF.OB	Fiskars Oy Akt A
FKURF.OB	Fujikura Ltd
FKYS.OB	First Keystone Corp
FLCX.OB	Flooidcx Corp
FLES.OB	Auto Parts 4Less Group Inc
FLEW.OB	Fleetwood Bank Corp
FLGZY.OB	Flughafen Zuerich Uns/Adr
FLHLF.OB	Filament Health Corp
FLIDF.OB	Flsmidth & Co. A/S
FLIDY.OB	Flsmidth & Co. A/S
FLLLF.OB	Ultra Brands Ltd
FLMCF.OB	First Lithium Minerals Corp
FLMMF.OB	Filo Corp
FLMNY.OB	Fielmann Group Ag
FLMP.OB	Flame Seal Products Inc
FLMTF.OB	Full Metal Minerals Ltd
FLNCF.OB	Freelancer Ltd
FLOD.OB	Flowery Gold Mines Co. of Nevada
FLRE.OB	Flameret Inc
FLTLF.OB	Flow Traders Ltd
FLUIF.OB	Fluidra Sa
FLURF.OB	Flurotech Ltd
FLWBF.OB	Flow Beverage Corp
FLXI.OB	Flexiinternational Software Inc
FLXP.OB	Flexpower Inc
FLXT.OB	Flexpoint Sensor Systems Inc
FLYLF.OB	Flyht Aerospace Solutions Ltd
FLYNF.OB	Flying Nickel Mining Corp
FMANF.OB	Freeman Gold Corp
FMBL.OB	Farmers & Merchants Bank of Long Beach [Ca]
FMBM.OB	F & M Bank Corp
FMBN.OB	Farmers & Merchants Bancshares Inc
FMBV.OB	Full Motion Beverage Inc
FMCB.OB	Farmers & Merchants Bancorp
FMCC.OB	Freddie Mac
FMCCG.OB	Freddie Mac Var Pfd
FMCCH.OB	Freddie Mac 5.10 Pfd
FMCCI.OB	Freddie Mac Var Pr B
FMCCJ.OB	Freddie Mac Pfd Q
FMCCK.OB	Freddie Mac
FMCCL.OB	Freddie Mac Var RTS
FMCCM.OB	Freddie Mac Noncum
FMCCN.OB	Freddie Mac
FMCCP.OB	Freddie Mac
FMCCS.OB	Freddie Mac
FMCCT.OB	Federal Home Loan Mortgage Corp
FMCKI.OB	Freddie Mac
FMCKJ.OB	Freddie Mac Pfd Z
FMCKK.OB	Fed Home Ln Mtg 5.0
FMCKL.OB	Freddie Mac 6.02 Pfd
FMCKM.OB	Freddie Mac
FMCKN.OB	Freddie Mac
FMCKO.OB	Freddie Mac
FMCKP.OB	Freddie Mac
FMCQF.OB	Fresenius Medical Care Ag & CO Kgaa
FMCXF.OB	Foran Mining Corp
FMEGF.OB	Farmer's Edge Inc
FMFG.OB	Farmers & Merchants Bank [Md]
FMFP.OB	First Community Financial Corp
FMHS.OB	Farmhouse Inc
FMNJ.OB	Franklin Mining Inc
FMOCF.OB	Fomento DE Construcciones Y Contratas Sa
FMPR.OB	Fame Productions Inc
FMXUF.OB	Fomento Economico Mexicano Sab
FMZNF.OB	Qoria Ltd
FNBT.OB	Finemark Holdings Inc
FNCJF.OB	Fancamp Exploration
FNCNF.OB	Fincantieri Aor
FNCSF.OB	North American Financial 15 Split Corp
FNCTF.OB	Orange
FNEC.OB	First National Energy Corp
FNFI.OB	First Niles Financial Inc
FNICF.OB	Fathom Nickel Inc
FNINF.OB	49 North Resources
FNLIF.OB	First Natl Finl Corp
FNLPF.OB	Fresnillo Plc
FNMA.OB	Fannie Mae
FNMAG.OB	Fannie Mae
FNMAH.OB	Fannie Mae
FNMAI.OB	Fed Ntl Mtg Ser Q
FNMAJ.OB	Fannie Mae Pfd R
FNMAK.OB	Federal Natl Pfd N
FNMAL.OB	Fannie Mae
